document_id,sha256,path,relative_path,filename,stem,extension,size_bytes,size_mb,created_at,modified_at,page_count,encrypted,pdf_version,title,author,subject,creator,producer,status,error
e407c22720e66191,e407c22720e661911ba5c5059dd58a0bdbe81db17496a7412b85edcb36e6f7c0,D:\baseia_v3\corpus\Dissertação mestrado CristianeMarrara18.11.pdf,Dissertação mestrado CristianeMarrara18.11.pdf,Dissertação mestrado CristianeMarrara18.11.pdf,Dissertação mestrado CristianeMarrara18.11,.pdf,1134535,1.082,2026-07-28T00:00:16.757540+00:00,2026-04-08T10:30:39.727771+00:00,82.0,False,1.5,,,,,,ok,
e407c22720e66191,e407c22720e661911ba5c5059dd58a0bdbe81db17496a7412b85edcb36e6f7c0,D:\baseia_v3\corpus\dissertacao_recuperada.pdf,dissertacao_recuperada.pdf,dissertacao_recuperada.pdf,dissertacao_recuperada,.pdf,1134535,1.082,2026-07-27T23:59:28.984250+00:00,2026-04-08T10:26:40.014252+00:00,82.0,False,1.5,,,,,,ok,
e407c22720e66191,e407c22720e661911ba5c5059dd58a0bdbe81db17496a7412b85edcb36e6f7c0,D:\baseia_v3\corpus\marrara_fgv_dissertacao.pdf,marrara_fgv_dissertacao.pdf,marrara_fgv_dissertacao.pdf,marrara_fgv_dissertacao,.pdf,1134535,1.082,2026-07-28T00:00:16.776160+00:00,2026-04-08T10:26:40.014252+00:00,82.0,False,1.5,,,,,,ok,
e4baf17ab93187fd,e4baf17ab93187fdac26603c006c32949805fa01f70091c7a6537439d6827239,D:\baseia_v3\corpus\ANÁLISE ESTRUTURADA DE MECANISMOS PARA MITIGAÇÃO DOS RISCOS DE COMERCIALIZAÇÃO DE USINAS EÓLICAS ALOCADAS NO MERCADO LIVRE E. GUARNIER; L. T. WITZLER;.pdf,ANÁLISE ESTRUTURADA DE MECANISMOS PARA MITIGAÇÃO DOS RISCOS DE COMERCIALIZAÇÃO DE USINAS EÓLICAS ALOCADAS NO MERCADO LIVRE E. GUARNIER; L. T. WITZLER;.pdf,ANÁLISE ESTRUTURADA DE MECANISMOS PARA MITIGAÇÃO DOS RISCOS DE COMERCIALIZAÇÃO DE USINAS EÓLICAS ALOCADAS NO MERCADO LIVRE E. GUARNIER; L. T. WITZLER;.pdf,ANÁLISE ESTRUTURADA DE MECANISMOS PARA MITIGAÇÃO DOS RISCOS DE COMERCIALIZAÇÃO DE USINAS EÓLICAS ALOCADAS NO MERCADO LIVRE E. GUARNIER; L. T. WITZLER;,.pdf,1340416,1.2783,2026-07-28T00:01:24.628615+00:00,2026-05-21T00:25:48+00:00,8.0,False,1.4,GCR 18,10338,,PDFCreator Version 1.0.2,GPL Ghostscript 8.70,ok,
e4baf17ab93187fd,e4baf17ab93187fdac26603c006c32949805fa01f70091c7a6537439d6827239,D:\baseia_v3\corpus\GCR 18.pdf,GCR 18.pdf,GCR 18.pdf,GCR 18,.pdf,1340416,1.2783,2026-07-28T00:02:45.374719+00:00,2026-05-21T00:25:48+00:00,8.0,False,1.4,GCR 18,10338,,PDFCreator Version 1.0.2,GPL Ghostscript 8.70,ok,
e6357659bae6c05d,e6357659bae6c05d0e21207301b9e3c2ccc8dd44449a652c31aff2ab03cd0d0d,D:\baseia_v3\corpus\EXPANSÃO DA TRANSMISSÃO NA REGIÃO NORTE DE MINAS GERAIS LIÇÕES DA ANÁLISE COMBINATÓRIA DA GERAÇÃO E TRANSMISSÃO.pdf,EXPANSÃO DA TRANSMISSÃO NA REGIÃO NORTE DE MINAS GERAIS LIÇÕES DA ANÁLISE COMBINATÓRIA DA GERAÇÃO E TRANSMISSÃO.pdf,EXPANSÃO DA TRANSMISSÃO NA REGIÃO NORTE DE MINAS GERAIS LIÇÕES DA ANÁLISE COMBINATÓRIA DA GERAÇÃO E TRANSMISSÃO.pdf,EXPANSÃO DA TRANSMISSÃO NA REGIÃO NORTE DE MINAS GERAIS LIÇÕES DA ANÁLISE COMBINATÓRIA DA GERAÇÃO E TRANSMISSÃO,.pdf,1161609,1.1078,2026-07-28T00:01:24.673689+00:00,2026-05-21T00:26:36+00:00,10.0,False,1.7,Microsoft Word - Documento1,magluz,,,Microsoft: Print To PDF,ok,
e6357659bae6c05d,e6357659bae6c05d0e21207301b9e3c2ccc8dd44449a652c31aff2ab03cd0d0d,D:\baseia_v3\corpus\GPL_1169.pdf,GPL_1169.pdf,GPL_1169.pdf,GPL_1169,.pdf,1161609,1.1078,2026-07-28T00:02:49.903047+00:00,2026-05-21T00:26:36+00:00,10.0,False,1.7,Microsoft Word - Documento1,magluz,,,Microsoft: Print To PDF,ok,
e7052b083077d6db,e7052b083077d6db513587233e98ad8cfaefb2cff2e366351a5cdd852e1451d2,"D:\baseia_v3\corpus\E ESTUDO DE PROTEÇÃO, MEDIÇÃO, CONTROLE E AUTOMAÇÃO EM SISTEMAS DE POTÊNCIA SUBESTAÇÃO DIGITAL QUAL A SOLUÇÃO MAIS CONFIÁVEL E ECONÔMICA.pdf","E ESTUDO DE PROTEÇÃO, MEDIÇÃO, CONTROLE E AUTOMAÇÃO EM SISTEMAS DE POTÊNCIA SUBESTAÇÃO DIGITAL QUAL A SOLUÇÃO MAIS CONFIÁVEL E ECONÔMICA.pdf","E ESTUDO DE PROTEÇÃO, MEDIÇÃO, CONTROLE E AUTOMAÇÃO EM SISTEMAS DE POTÊNCIA SUBESTAÇÃO DIGITAL QUAL A SOLUÇÃO MAIS CONFIÁVEL E ECONÔMICA.pdf","E ESTUDO DE PROTEÇÃO, MEDIÇÃO, CONTROLE E AUTOMAÇÃO EM SISTEMAS DE POTÊNCIA SUBESTAÇÃO DIGITAL QUAL A SOLUÇÃO MAIS CONFIÁVEL E ECONÔMICA",.pdf,433335,0.4133,2026-07-28T00:01:24.645617+00:00,2026-05-21T00:26:14+00:00,9.0,False,1.5,Fsdaçfjsdaçlfjdsaçlkf,Administrador,,Microsoft® Word 2013,Microsoft® Word 2013,ok,
e7052b083077d6db,e7052b083077d6db513587233e98ad8cfaefb2cff2e366351a5cdd852e1451d2,D:\baseia_v3\corpus\GPC03.pdf,GPC03.pdf,GPC03.pdf,GPC03,.pdf,433335,0.4133,2026-07-28T00:02:47.646902+00:00,2026-05-21T00:26:14+00:00,9.0,False,1.5,Fsdaçfjsdaçlfjdsaçlkf,Administrador,,Microsoft® Word 2013,Microsoft® Word 2013,ok,
f08623831fdd2bfb,f08623831fdd2bfbeb2a7726eb3cb39814281df13a0bfeb32d17784610d0ffa3,D:\baseia_v3\corpus\GEC-03.pdf,GEC-03.pdf,GEC-03.pdf,GEC-03,.pdf,424123,0.4045,2026-07-28T00:02:48.230811+00:00,2026-05-21T00:26:20+00:00,9.0,False,1.7,[GEC]-3930.docx,Eduarda Melo,,,Microsoft: Print To PDF,ok,
f08623831fdd2bfb,f08623831fdd2bfbeb2a7726eb3cb39814281df13a0bfeb32d17784610d0ffa3,"D:\baseia_v3\corpus\Investidores estrangeiros no mercado de energia elétrica do Brasil um exame da estratégia e do portfólio de grandes fundos de investimento, fundos de.pdf","Investidores estrangeiros no mercado de energia elétrica do Brasil um exame da estratégia e do portfólio de grandes fundos de investimento, fundos de.pdf","Investidores estrangeiros no mercado de energia elétrica do Brasil um exame da estratégia e do portfólio de grandes fundos de investimento, fundos de.pdf","Investidores estrangeiros no mercado de energia elétrica do Brasil um exame da estratégia e do portfólio de grandes fundos de investimento, fundos de",.pdf,424123,0.4045,2026-07-28T00:01:24.649617+00:00,2026-05-21T00:26:20+00:00,9.0,False,1.7,[GEC]-3930.docx,Eduarda Melo,,,Microsoft: Print To PDF,ok,
f3f327ad78f6b56f,f3f327ad78f6b56f2c7dad9407ed1b1cac2d3f3ff2fd804293cbb515526447b5,D:\baseia_v3\corpus\GDI_0137.pdf,GDI_0137.pdf,GDI_0137.pdf,GDI_0137,.pdf,1334177,1.2724,2026-07-28T00:02:49.292950+00:00,2026-05-21T00:26:30+00:00,10.0,False,1.7,Microsoft Word - GDI-137.docx,magluz,,,Microsoft: Print To PDF,ok,
f3f327ad78f6b56f,f3f327ad78f6b56f2c7dad9407ed1b1cac2d3f3ff2fd804293cbb515526447b5,D:\baseia_v3\corpus\SISTEMA DE MONITORAMENTO PARA REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA SUBTERRÂNEAS.pdf,SISTEMA DE MONITORAMENTO PARA REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA SUBTERRÂNEAS.pdf,SISTEMA DE MONITORAMENTO PARA REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA SUBTERRÂNEAS.pdf,SISTEMA DE MONITORAMENTO PARA REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA SUBTERRÂNEAS,.pdf,1334177,1.2724,2026-07-28T00:01:24.665682+00:00,2026-05-21T00:26:30+00:00,10.0,False,1.7,Microsoft Word - GDI-137.docx,magluz,,,Microsoft: Print To PDF,ok,
f4a0e4b6ee6cab09,f4a0e4b6ee6cab091aad87c9d10eab82b93c8d415fccefff17a8ddd48757626a,D:\baseia_v3\corpus\GDI_0959.pdf,GDI_0959.pdf,GDI_0959.pdf,GDI_0959,.pdf,598551,0.5708,2026-07-28T00:02:49.318955+00:00,2026-05-21T00:26:30+00:00,9.0,False,1.7,Microsoft Word - GDI-959.docx,magluz,,,Microsoft: Print To PDF,ok,
f4a0e4b6ee6cab09,f4a0e4b6ee6cab091aad87c9d10eab82b93c8d415fccefff17a8ddd48757626a,D:\baseia_v3\corpus\IMPACTOS DOS RECURSOS ENERGÉTICOS DISTRIBUÍDOS NA REGULAÇÃO MARCO AURÉLIO LENZI CASTRO1 AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA - ANEEL.pdf,IMPACTOS DOS RECURSOS ENERGÉTICOS DISTRIBUÍDOS NA REGULAÇÃO MARCO AURÉLIO LENZI CASTRO1 AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA - ANEEL.pdf,IMPACTOS DOS RECURSOS ENERGÉTICOS DISTRIBUÍDOS NA REGULAÇÃO MARCO AURÉLIO LENZI CASTRO1 AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA - ANEEL.pdf,IMPACTOS DOS RECURSOS ENERGÉTICOS DISTRIBUÍDOS NA REGULAÇÃO MARCO AURÉLIO LENZI CASTRO1 AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA - ANEEL,.pdf,598551,0.5708,2026-07-28T00:01:24.668688+00:00,2026-05-21T00:26:30+00:00,9.0,False,1.7,Microsoft Word - GDI-959.docx,magluz,,,Microsoft: Print To PDF,ok,
